Nome,Especialização,Contratação,Telefone,Endereço,CPF,Nascimento
Rebeca Novaes,Cardiologia,09/27/2014,+55 (031) 7992-2525,"Estrada de Rodrigues, 26
Vila Ipiranga
45357474 Pereira Verde / AC",898.167.376-23,12/20/1979
Kamilly Martins,Cirurgia geral,02/23/2019,+55 84 3173-5118,"Chácara Nogueira, 734
Vila Real 2ª Seção
69946424 Novaes / RS",108.695.610-57,02/23/1981
Sabrina Farias,Oftalmologia,11/25/2017,+55 (084) 8621-3467,"Campo de Azevedo
Madri
93759526 Gomes / DF",102.386.429-61,05/23/1991
Dra. Agatha Farias,Cardiologia,04/29/2020,+55 (031) 7668 6757,"Vale Isabel Fernandes, 77
Paraíso
55664-784 Freitas / MA",321.632.152-67,01/29/1988
Alice Barros,Medicina do trabalho,06/25/2014,84 3625-7308,"Aeroporto de Nogueira, 35
Bela Vitoria
56552-416 Jesus do Norte / TO",505.222.482-96,06/02/1971
Sr. Alexandre Porto,Oftalmologia,11/28/2018,(031) 0644 7878,"Fazenda Gustavo Caldeira, 62
Vila São Rafael
90702-214 Castro / AM",176.464.786-62,01/15/1971
Sra. Beatriz Araújo,Cirurgia geral,01/09/2012,(011) 9472-8299,"Lago Yuri da Cunha
Mangueiras
67278-067 Peixoto / PR",652.855.353-85,04/25/1989
Heloísa Carvalho,Dermatologia,08/24/2013,+55 (011) 0539 1782,"Passarela Larissa Castro
Vila Piratininga Venda Nova
63476-377 Souza de Duarte / AM",819-386-325-52,06/05/1993
Fernando Costa,Dermatologia,07/20/2017,+55 (041) 4461 0745,"Estrada Rodrigues, 3
Betânia
90340-946 Rodrigues / PA",987.309.924-70,07/03/1995
Pedro Henrique Campos,Medicina do trabalho,03/09/2020,(051) 3595 3741,"Vereda de Ribeiro
Apolonia
48075-880 Correia das Pedras / MT",641.277.710-24,04/03/1993
Luana Moraes,Cirurgia geral,01/21/2012,(041) 0406-8425,"Feira Nina Pereira, 35
Ouro Minas
43974-029 Dias da Praia / SE",189.923.309-18,12/06/1998
Nathan da Rocha,Neurologia,06/29/2017,(084) 3118 3656,"Travessa da Costa, 58
Custodinha
63982062 Santos Paulista / TO",328.439.647-23,03/10/1980
Eloah Aragão,Dermatologia,03/26/2020,+55 71 4412 2470,"Alameda Yuri Novaes, 5
Vila Real 1ª Seção
78822524 da Costa / MT",859.272.844-35,06/15/1992
Pietro Oliveira,Medicina do trabalho,03/19/2019,51 386 1132,"Setor Danilo Ramos, 88
Vila Sesc
11805-670 Barbosa / AC",374.430.951-21,05/11/1983
Sra. Isabelly Nogueira,Pediatria,12/21/2019,+55 21 3761 5460,"Praça de Pereira, 5
Casa Branca
80427774 Martins / RR",898.541.716-51,08/10/1983
Marcos Vinicius Gonçalves,Oftalmologia,01/07/2019,+55 81 3741-3899,"Avenida Maria Sophia Nascimento, 227
Ambrosina
85949741 Fogaça / GO",889.429.921-15,01/10/2000
Lorena Jesus,Radioterapia,02/01/2012,11 0007-4436,"Viaduto de Teixeira, 40
Vila Oeste
51583510 Porto da Prata / DF",289.681.905-46,12/28/1988
Breno Cardoso,Endoscopia,01/17/2013,+55 61 3606-4263,"Praia Dias, 433
Vila Formosa
55932750 Novaes / PB",422.287.943-90,11-18-1982
Anthony da Rosa,Oftalmologia,02/02/2016,+55 11 7922 0183,"Via Maria Luiza da Paz, 38
Bela Vitoria
86522-291 da Mata de Goiás / CE",951.779.772-44,04/12/1984
Sophia Rodrigues,Cirurgia geral,09/10/2013,(011) 5903 3274,"Morro da Paz, 90
Vila Madre Gertrudes 3ª Seção
06088-585 Farias / RN",468.411.245-37,12/28/1984
Gabriela Barbosa,Endoscopia,11/12/2018,+55 11 8728 6553,"Pátio Maria Vitória Gomes, 55
Lagoa
14587-740 Porto / TO",987.864.759-93,06/12/1980
Srta. Luiza Araújo,Acupuntura,01/03/2016,41 7035 3051,"Favela de Barros, 66
Lindéia
48492-638 Cavalcanti dos Dourados / AP",670.270.297-35,06/01/1975
Dra. Eloah Campos,Alergia e imunologia,01/06/2019,61 0821 7646,"Vale de Cunha, 69
Granja De Freitas
56434602 Sales / DF",259.329.922-98,03/30/1972
Olivia da Cunha,Medicina do trabalho,02/12/2014,21 5022 4094,"Lagoa de Fernandes
Indaiá
04518-485 Cunha de Rocha / SE",523.730.100-86,03/29/1980
Ana Júlia Viana,Dermatologia,12/17/2019,+55 (084) 5034 0750,"Favela de Silva, 91
Jonas Veiga
41045199 Gomes / SP",594.481.246-18,06/05/1985
Eduarda Rocha,Cardiologia,05/08/2018,+55 (061) 5367 0154,"Vereda Melo, 92
Madre Gertrudes
86696-384 Lopes Paulista / SE",185.304.312-33,07/04/1986
Stella Almeida,Medicina do trabalho,04/20/2019,+55 (084) 2130-9298,"Jardim Ribeiro, 78
Conjunto Novo Dom Bosco
42889582 Duarte do Norte / AC",571.980.764-46,03/02/1982
Vitor Cardoso,Radioterapia,06/05/2016,(051) 1982 3334,"Setor Rocha, 92
Fernão Dias
11529-190 da Luz / PA",873.211.752-40,03/17/1994
Dra. Ana Lívia Pinto,Cardiologia,10/20/2016,41 1149 4400,"Praia Melo, 254
São José
59977-467 Ribeiro / SE",435.642.572-17,09/22/1978
Lavínia Correia,Oftalmologia,05/23/2013,+55 (084) 2981-4157,"Lago Ramos, 16
Planalto
70577-116 Lima de Porto / BA",195.549.870-69,03/22/1996
Emanuella Duarte,Pediatria,08/11/2015,+55 61 8037 0234,"Campo de Barros, 90
Mirtes
18993-537 Cardoso / RO",139.270.678-73,07/24/1982
Sr. João Miguel Cardoso,Radioterapia,09/04/2017,+55 61 8473-5342,"Travessa de Lima, 50
Jardim Vitoria
00017273 Sales / PE",474.442.549-97,05/19/1992
Juliana Duarte,Endoscopia,01/08/2017,+55 (061) 5356 4272,"Jardim Nogueira, 902
Manacas
04095-076 Campos dos Dourados / PB",653.793.608-21,09/22/1990
Beatriz Mendes,Endoscopia,03/17/2015,(071) 7863-2030,"Praia de da Paz, 4
Vila Da Ária
95421076 Jesus / PR",734.584.182-92,08/23/1970
Benjamin da Cunha,Radioterapia,01/01/2011,(011) 7849 5709,"Largo da Paz, 247
Santa Helena
51899312 Ribeiro Paulista / RN",213.749.451-50,09/01/1972
Sr. João Felipe Pires,Pediatria,05/25/2017,+55 (051) 5552 3170,"Ladeira Helena Pinto, 27
Coração Eucarístico
30752-694 da Rocha dos Dourados / BA",665.145.241-54,06/06/1992
Lucca Rodrigues,Radioterapia,11/04/2015,+55 (084) 4542-5162,"Trecho Enzo Gabriel Costela, 6
Mirante
03160221 Ferreira Verde / DF",706.244.956-98,09/25/1996
Laura Araújo,Pediatria,11/06/2014,(031) 2423 4444,"Lagoa de da Rocha
Vila Coqueiral
80055862 Dias das Flores / ES",179.583.681-42,09/11/1976
Sr. Carlos Eduardo Peixoto,Alergia e imunologia,01/29/2015,(051) 9705 8867,"Residencial Cardoso, 556
Novo Santa Cecilia
02267-826 Campos de Moraes / SP",657.744.315-25,02/03/1991
Joana da Conceição,Dermatologia,11/04/2019,+55 61 1496-6346,"Condomínio Eduardo Moura, 72
Tupi A
84553-527 da Luz / MA",448.937.180-43,10/31/1988
Marcela da Rocha,Medicina do trabalho,05/14/2016,+55 41 7461 0541,"Residencial Sales, 37
Vila Califórnia
12547258 Cardoso de Gomes / PB",138.833.162-60,05/01/1992
Olivia Melo,Cardiologia,11/20/2013,41 2444-5392,"Rua de Almeida, 69
Sagrada Família
21468757 Silva / SC",538.642.479-55,08/10/1977
Luiz Otávio Vieira,Dermatologia,09/03/2017,+55 11 4763 7220,"Sítio de Oliveira, 36
Jardim São José
30391-166 Cardoso do Norte / SE",557.226.876-25,02/07/1992
Dr. João Guilherme Ramos,Alergia e imunologia,07/01/2017,+55 31 7725-1412,"Via Alves, 20
Beira Linha
21597925 Moreira / PR",475.520.555-18,06/17/1981
Isabel Oliveira,Endoscopia,12/26/2013,(021) 7631 3168,"Jardim Lívia Gonçalves, 31
Ademar Maldonado
62530-041 Jesus / SC",666.330.149-56,12/23/1991
Srta. Stephany da Cruz,Neurologia,08/24/2010,(041) 0740 4069,"Estação Vieira, 9
Milionario
97623-812 Castro das Flores / MG",810.677.349-15,06/06/1994
Vitor Hugo Nogueira,Endoscopia,11/25/2016,+55 11 7667-7261,"Setor Rafaela Almeida, 664
Novo Das Industrias
46167-846 Farias da Mata / RO",264.130.499-71,12/30/1987
Evelyn Rocha,Endoscopia,11/21/2011,(071) 5352-8540,"Largo da Mota, 6
Jardim Atlântico
01574194 Martins / RN",318.783.939-34,09/03/1990
Paulo Ribeiro,Dermatologia,04/08/2015,+55 41 9339-5644,"Alameda Luiz Felipe Pinto, 218
Boa União 2ª Seção
96023088 Fogaça / SE",140.297.317-97,07/28/1987
Heitor Silveira,Endoscopia,02/01/2011,,"Distrito Amanda Carvalho, 72
Nova Floresta
19151-021 da Cruz / RO",968.824.847-32,12/19/1971
Stella Ribeiro,Dermatologia,12/28/2014,21 5672 3881,"Colônia de Moreira, 38
Santo Antônio
81477580 Nunes das Pedras / BA",505.194.844-20,09/25/1990
Brenda Sales,Cardiologia,09/17/2013,+55 84 7727 4681,"Núcleo de Correia, 20
Alta Tensão 1ª Seção
55829790 Santos da Serra / AM",609.370.700-56,07/10/1982
Enzo Gabriel Pereira,Medicina do trabalho,08/12/2011,+55 (061) 0546 1188,"Estação de Nogueira, 81
Laranjeiras
97631835 Pereira do Campo / AP",466.842.294-58,03/30/1997
Rafael Alves,Medicina do trabalho,07/06/2013,84 8689-4353,"Recanto Melo, 4
Vila Olhos D'água
10910210 Jesus Verde / RR",348.995.638-48,01/02/1998
Benício Moura,Oftalmologia,01/19/2019,(051) 5743-2492,"Via de da Paz
Delta
86599013 Melo / PR",969.487.423-87,12/19/1976
Brenda Moura,Acupuntura,07/28/2017,(041) 2452-6893,"Favela Isabella Viana, 34
Parque São Pedro
29299723 Cardoso / AM",504.335.389-72,07/03/1990
Sra. Olivia Cardoso,Radioterapia,04/28/2014,+55 41 2253-6447,"Jardim Sarah Pinto
Oeste
36866-248 Cardoso do Galho / MT",691.514.503-70,02/16/1997
Gustavo Henrique Lopes,Oftalmologia,08/29/2015,(031) 8610-4847,"Vale de Ramos, 390
Vila Havaí
09976-898 Almeida da Mata / PE",681.326.412-94,05/01/1979
Lucca Dias,Neurologia,03/08/2011,(051) 4017-8605,"Loteamento Aragão, 54
Boa União 1ª Seção
88970-969 Rodrigues de da Cruz / AM",752.807.719-80,06/29/1981
Heitor Pereira,Endoscopia,06/08/2018,61 4454-5975,"Residencial de Moura, 22
Santa Isabel
57932-919 Jesus da Mata / SE",954.807.117-10,12/03/1987
Noah Santos,Acupuntura,07/06/2013,+55 51 289 2849,"Feira de Ramos, 66
Barro Preto
21694167 Nogueira / PB",782.497.897-80,12/09/1996
Maria Alice Oliveira,Oftalmologia,01/22/2019,+55 (061) 8146-3621,"Sítio Fogaça, 69
Tiradentes
87353-682 Barbosa / PI",836.634.239-78,05/11/1982
Manuela Monteiro,Dermatologia,06/18/2019,+55 81 9064 9369,"Trevo da Luz, 2
Diamante
86168-776 Rocha das Flores / MG",937.578.914-81,08/02/1980
Davi Lima,Acupuntura,05/25/2013,+55 (071) 2878-5478,"Jardim de da Mota, 23
São Jorge 3ª Seção
89757214 da Rocha / RR",243.448.817-19,06/04/1978
Marina Porto,Acupuntura,07/01/2015,+55 21 7480 2748,"Avenida de Martins, 86
Novo Tupi
04061-411 Lopes / BA",320.300.459-73,03/29/1975
Dr. Antônio Costa,Oftalmologia,01/02/2018,11 1080 9296,"Loteamento de Souza
Cabana Do Pai Tomás
86028-856 Fogaça de Ramos / GO",271.465.975-41,12/13/1997
Maria Eduarda Barros,Pediatria,12/09/2017,11 6930-5589,"Rua Rocha
Alta Tensão 2ª Seção
74295-950 Novaes de Minas / SE",860.619.158-64,01/20/1993
Júlia Pereira,Cirurgia geral,08/15/2019,+55 (031) 9051 0131,"Fazenda Isabelly da Costa, 48
Santo Antônio
69973-261 Lima / MS",728.354.562-16,09/21/1994
Benício Pinto,Endoscopia,11/12/2011,(041) 9948 1743,"Largo de da Mota, 64
Dom Joaquim
64969-013 Sales do Sul / SP",651.295.680-24,05/04/1989
Juan Novaes,Alergia e imunologia,01/04/2018,+55 31 9390-4006,"Distrito Almeida, 96
Confisco
58793-409 Souza do Campo / AL",525.294.901-34,11/15/1978
Mariana Pereira,Cirurgia geral,11/23/2013,(081) 4847 9089,"Residencial Pereira, 275
Vila Madre Gertrudes 3ª Seção
61015-554 Caldeira do Norte / PE",130.451.710-31,11/22/1994
Luiza Pinto,Endoscopia,05/11/2011,(071) 5410 4119,"Morro de Barbosa, 21
Brasil Industrial
87175-197 Aragão / PE",508.386.916-87,02/11/1984
Matheus da Rosa,Radioterapia,11/30/2012,81 5514-9776,"Via Catarina Alves, 4
Conjunto Bonsucesso
20009-793 da Conceição da Prata / MS",723.708.220-62,11/13/1989
Thomas Rodrigues,Oftalmologia,07/06/2020,+55 41 4759 0752,"Largo Nicolas Freitas, 21
Pilar
62491851 Mendes da Prata / CE",630.982.503-37,06/16/1980
Valentina Oliveira,Pediatria,12/10/2013,+55 11 7402-8406,"Praia Cavalcanti
Garças
86992-756 Almeida do Oeste / BA",608.343.538-61,02/19/1998
Laura Correia,Cardiologia,08/25/2019,(021) 8125-5522,"Chácara de Barbosa
Vila Piratininga
01073079 Duarte de Teixeira / SC",,10/22/1973
Kamilly Carvalho,Alergia e imunologia,01/20/2012,+55 41 3720-7640,"Aeroporto Letícia da Paz, 562
Senhor Dos Passos
28245-055 Lopes de Fernandes / SE",119.497.813-25,01/26/1981
Brenda Jesus,Alergia e imunologia,10/22/2016,84 2649 9804,"Rua de Lima, 74
Jardim Leblon
65915430 Costela Paulista / MA",818.770.126-75,08/04/1975
João Vitor Alves,Pediatria,05/08/2013,81 8320 0702,"Vila Cardoso, 49
Vila Calafate
37949022 Nascimento / PE",857.256.608-79,04/20/1979
Ana Oliveira,Radioterapia,05/09/2015,(081) 1286-4198,"Condomínio Rocha, 386
Cidade Jardim Taquaril
89442-511 Moraes Grande / AC",870.466.402-30,02-18-1990
João Vitor Nunes,Oftalmologia,03/26/2016,(071) 5911 9820,"Quadra Carolina Gonçalves, 3
Santa Sofia
88354839 Peixoto / BA",378.656.771-13,12/21/1997
Vitor Almeida,Alergia e imunologia,01/31/2020,+55 (041) 2371 9317,"Morro Castro, 16
Lourdes
04527215 da Conceição / MA",164.428.392-39,02/10/1998
Sra. Maria Campos,Dermatologia,02/01/2020,+55 (071) 7896-7095,"Recanto Emanuel da Mata, 26
Urca
34833-211 Pires / MG",982.822.272-97,01/17/1999
Rafaela Peixoto,Pediatria,12/18/2013,+55 21 1121-6115,"Campo Alexia da Cunha, 35
Barão Homem De Melo 2ª Seção
68332-503 Silveira / MA",445.506.413-69,08/14/1979
Luiz Fernando Monteiro,Oftalmologia,09/14/2014,51 779 7552,"Setor de Silveira
Virgínia
49290030 Caldeira das Pedras / SC",232.942.993-74,08/27/1985
Dr. Davi da Mota,Cardiologia,08/30/2018,+55 (061) 2011 6324,"Núcleo de Pires, 916
Conjunto Califórnia I
49812-414 Azevedo de Correia / RS",238.106.782-54,03/10/1997
Isabelly Alves,Dermatologia,10/10/2018,+55 (051) 0933 3423,"Área Marcos Vinicius Lopes, 53
Vila Coqueiral
50082299 da Conceição do Galho / TO",981.516.726-37,08/25/1989
Srta. Elisa Correia,Cirurgia geral,08/18/2016,+55 61 5539 9024,"Campo de Cavalcanti, 39
Confisco
12794-674 Jesus / GO",227.784.646-18,12/07/1975
Sophia da Costa,Medicina do trabalho,09/13/2013,+55 71 1290 7392,"Rodovia Leandro Cardoso, 3
Vila Madre Gertrudes 2ª Seção
49828704 Fernandes do Oeste / DF",496.277.112-29,01/22/1971
Bryan Pires,Acupuntura,01/25/2020,+55 21 0896 6855,"Via Nogueira, 24
Serrano
25487027 Porto Verde / MA",484.978.932-11,08/07/1993
Clara Farias,Radioterapia,01/09/2020,+55 11 9363-3789,"Praça de Nunes
Conjunto Lagoa
30644-417 Cavalcanti Alegre / MT",150.339.540-19,04/22/1971
Davi Correia,Alergia e imunologia,11/22/2010,81 8387 0636,"Vila Francisco Martins, 33
Ermelinda
47198-822 Almeida / PB",189.906.807-96,04/01/1983
Dr. Enzo Novaes,Cirurgia geral,03/21/2012,(031) 5620 0523,"Avenida Gomes
Flavio Marques Lisboa
56830360 Gomes Alegre / DF",985.125.952-43,08/08/1976
Esther da Rosa,Endoscopia,06/27/2015,+55 (031) 7919-2197,"Estação de Monteiro, 3
Petropolis
31776540 Aragão / MT",477.930.408-63,03/23/1976
Antônio Novaes,Radioterapia,10/07/2011,(071) 7777 3217,"Recanto Castro, 597
Vila Da Amizade
38228-775 Silva / AC",757.799.596-91,05/08/1978
Bryan das Neves,Pediatria,05/19/2018,+55 (081) 8304 8562,"Vila Farias, 758
Jardim Atlântico
91536012 Azevedo / DF",556.163.989-57,06/29/1972
Luiz Gustavo Lopes,Radioterapia,05/24/2011,+55 (011) 6217-4858,"Estação Moura, 91
Mirante
27388-328 Duarte das Pedras / PI",387.546.576-76,04/25/1978
Dr. Bruno Dias,Pediatria,06/29/2015,+55 81 1759-3300,"Estação Davi Luiz Araújo
Nova America
89580725 da Rocha do Norte / PR",480.341.741-74,10/13/1990
Alice Silveira,Oftalmologia,03/04/2012,61 7596 3677,"Trecho de Sales, 71
Pongelupe
25043572 Pinto / RS",128.930.682-80,03/09/1976
Lorenzo da Costa,Radioterapia,07/23/2012,+55 84 7737 1181,"Via Azevedo, 43
Universo
78805493 Nogueira / ES",611.626.333-81,10/12/1980
Theo Castro,Pediatria,10/04/2013,71 9568-1842,"Trevo Emanuel Costa, 802
Universitário
93447353 Pereira / MS",550.126.963-64,11/10/1988
Sra. Laura da Cruz,Radioterapia,03/21/2017,+55 (081) 3161 5917,"Campo Cauê Freitas, 42
Miramar
22279-500 Freitas da Serra / ES",520.755.216-51,04/12/1996
Stella Nogueira,Pediatria,05/15/2011,21 4362-3062,"Vale Silva
Vila Da Paz
01948544 Vieira de Goiás / DF",854.923.994-55,02/24/1978
Vitor Hugo Almeida,Endoscopia,11/22/2018,(011) 5260-2889,"Viela Otávio Costa, 6
Penha
53469843 Barros / RO",504.612.749-11,02/11/1979
Thiago Ferreira,Neurologia,09/16/2018,(011) 9620 7453,"Rodovia João Monteiro, 93
Bernadete
41616-781 Alves / DF",493.362.924-56,08/12/1980
Isadora Costa,Cirurgia geral,11/30/2017,+55 51 384 5513,"Loteamento de Silva, 62
Vila Primeiro De Maio
55249466 Gonçalves / AC",126.949.755-12,03/25/1985
Lucca Teixeira,Cirurgia geral,05/05/2020,(041) 5921-7307,"Vale de Pinto, 66
Vila Fumec
11878195 Peixoto de Porto / DF",543.185.968-82,02/07/1971
Isaac Cunha,Radioterapia,02/15/2018,+55 84 8238 8645,"Estrada Augusto da Rosa, 128
São Damião
80495-614 Pereira Verde / ES",684.382.724-38,12/07/1974
Marina da Rocha,Neurologia,07/19/2013,+55 81 9414-9248,"Núcleo Martins, 9
Conjunto Novo Dom Bosco
77400452 Nogueira / SC",175.886.156-91,02/04/1989
Leonardo Cunha,Neurologia,02/03/2013,+55 81 3808-0833,"Praça de da Rocha
Jardim Vitoria
90824-845 Melo da Prata / BA",984.455.913-18,04/17/1978
Rafael Martins,Cirurgia geral,09/24/2011,(051) 0141-2756,"Viaduto Martins, 51
Vila Paris
48809-246 da Luz do Amparo / SE",741.556.814-80,10/25/1978
Maysa Oliveira,Pediatria,12/05/2017,+55 21 7011 2266,"Área da Mota, 90
Jardim Leblon
56927-624 da Rocha de da Costa / BA",713.109.900-78,09/18/1987
Emanuella Fernandes,Dermatologia,02/04/2013,+55 84 8591 6451,"Lago de Lopes, 20
Jaqueline
66209074 Gomes / RS",652.709.502-71,07/06/1985
João Felipe Alves,Pediatria,01/30/2017,+55 (084) 9792-7294,"Esplanada Rafaela Peixoto, 21
Jardim Felicidade
17572-222 Ferreira / PE",282.455.297-60,05/18/1998
Amanda Teixeira,Dermatologia,10/11/2011,(061) 4854 2289,"Vereda Thomas Martins, 202
Vila Puc
46714-719 Freitas / ES",462.316.237-37,02/12/1993
Mariana da Rosa,Endoscopia,11/17/2017,+55 (021) 0292-7526,"Recanto da Mota
Providencia
58181-088 Alves do Galho / RS",757.792.599-20,05/07/1974
Nicolas Almeida,Pediatria,06/09/2015,(051) 1694-3981,"Trecho Ana Julia Melo
Vila Canto Do Sabiá
58952138 Duarte de da Cruz / MA",105.236.623-89,10/13/1987
Maria Cecília Nunes,Pediatria,07/14/2019,(011) 3057 8400,"Largo Isadora da Costa
Etelvina Carneiro
67415-158 Pinto da Mata / DF",542.582.551-46,12/08/1988
Kevin Nogueira,Neurologia,09/27/2015,+55 61 6794 7497,"Recanto Costela, 76
Vila Nova Cachoeirinha 1ª Seção
32920350 Jesus / RO",878.647.561-46,09/20/1997
Vitória Fogaça,Alergia e imunologia,03/31/2014,+55 (021) 4135-1187,"Sítio da Luz, 15
Corumbiara
23318-624 Moura / AL",886.854.722-88,04/26/1985
Sr. Vinicius Moreira,Oftalmologia,06/18/2014,+55 11 4633-6041,"Campo Sales, 79
Serra Do Curral
24803221 Lopes do Galho / CE",878.507.921-45,12/15/1971
Amanda Barros,Dermatologia,12/18/2013,,"Sítio de Costa, 22
Nova Suíça
36828-957 Cardoso de da Rocha / BA",980.557.608-51,05/31/1986
Gabrielly Barbosa,Cardiologia,03/01/2013,(041) 8447-0618,"Jardim Leandro da Mota, 95
Vila Antena Montanhês
14069943 da Mota do Norte / PB",671.967.247-25,02/25/1984
Leandro Pereira,Oftalmologia,08/25/2018,11 8360 1128,"Fazenda Azevedo
Vila Fumec
05380387 Azevedo / AC",100.827.265-34,06/10/1984
Henrique Sales,Cardiologia,03/29/2012,+55 51 159 1732,"Conjunto de Alves
Campo Alegre
54361327 da Cruz de Costa / RR",992.616.227-23,05/23/1978
Joaquim Ferreira,Dermatologia,05/03/2018,+55 (051) 8782 9491,"Via Thales Araújo, 72
Corumbiara
21001770 Sales / RJ",428.447.295-48,04/20/1987
Joaquim Costa,Dermatologia,11/19/2013,84 0401-5268,"Colônia Aragão
Vila Engenho Nogueira
63214614 Monteiro / RO",275.527.867-13,06/30/1981
Elisa Nogueira,Endoscopia,10/23/2019,41 2595 6384,"Condomínio Carvalho, 38
São Benedito
36932-514 Sales / AL",990.903.386-26,08/13/1980
Beatriz Correia,Pediatria,10/29/2010,(051) 6521-7106,"Loteamento de Farias, 80
Vila São Paulo
79423207 da Luz / AC",275.781.965-35,04/19/1971
Maria Nascimento,Neurologia,03/02/2020,(071) 6278 3507,"Vereda Gabrielly Fogaça, 93
Floresta
66188732 Porto / AC",823.224.491-94,04/24/1992
Sr. Davi Luiz Moraes,Pediatria,03/13/2016,61 6131 5508,"Parque de da Conceição
Nova Cachoeirinha
28579566 da Conceição do Campo / SE",857.328.347-64,07/13/1981
Isis Barros,Pediatria,03/18/2017,+55 31 1437 5921,"Loteamento Araújo, 18
Vila Santa Monica 1ª Seção
06924-494 Ferreira da Mata / SC",632.418.769-74,08/02/1997
Ana Vitória Correia,Dermatologia,10/20/2013,61 0063-3315,"Sítio Felipe Santos
Nossa Senhora Aparecida
73740-106 Cardoso / RN",591.954.776-98,11/16/1981
Luana Pereira,Cardiologia,03/17/2011,+55 11 5386-5310,"Viela Augusto Peixoto, 67
Alto Vera Cruz
04125-674 das Neves / GO",948.221.543-10,08/03/1980
Sr. Luiz Miguel Souza,Medicina do trabalho,05/31/2016,+55 (051) 8623 0281,"Área de Rezende, 2
Mariano De Abreu
27965-117 Fernandes dos Dourados / AL",827.549.177-62,01/10/1989
Pietro Cardoso,Endoscopia,04/03/2015,11 9467 5962,"Área Enrico Correia, 267
Vila São Gabriel
77035-734 Duarte / MS",790.997.776-31,06/13/1985
Daniela da Mota,Acupuntura,11/20/2015,+55 (041) 2760-1556,"Chácara Antônio Correia, 33
Fernão Dias
14489546 da Mata de Mendes / RN",499.214.705-22,01/24/1997
Ian Azevedo,Acupuntura,02/03/2013,+55 (011) 9375 0194,"Residencial de Lima, 953
Lourdes
00136-413 Gomes do Oeste / TO",623.581.723-70,03/15/1982
Dra. Raquel Martins,Oftalmologia,09/03/2014,+55 61 6087-9483,"Alameda Davi Luiz Rocha, 18
São Benedito
43459394 da Luz do Campo / RR",461.418.245-98,03/24/1988
Sr. Bernardo Almeida,Dermatologia,03/22/2018,(071) 4296-6058,"Fazenda Azevedo, 53
Coração Eucarístico
75692-919 Pinto / DF",230.859.692-75,05/02/1997
Srta. Camila Freitas,Alergia e imunologia,03/26/2018,+55 84 6867 3100,"Vale de Cavalcanti
Biquinhas
89187-395 Duarte / MG",363.851.265-30,10/24/1994
Júlia Rezende,Pediatria,01/01/2014,+55 (071) 6923-9833,"Fazenda Yuri Dias, 89
Jardim Dos Comerciarios
73169015 Campos / MA",772.560.459-69,04/22/1972
Leonardo Oliveira,Oftalmologia,10/21/2014,(084) 7711 9677,"Rodovia de Pinto, 24
Ipiranga
17411-216 Pereira / PA",790.840.636-55,01/27/1988
Joana da Luz,Neurologia,11/25/2014,+55 (021) 1944-5189,"Campo Freitas, 18
Barro Preto
75935888 Alves da Prata / RS",684.298.119-52,05/05/1995
Luiz Otávio Rodrigues,Medicina do trabalho,12/12/2011,+55 (081) 8507 3716,"Estação Rodrigues
Ernesto Nascimento
55984-503 Lopes Verde / AP",299.784.363-51,05/14/1981
